अध्यायः,वक्ता,विषयः,श्लोकः,Page,Ketu,Matter,#,Match?,External,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,त्रिभागं नभसो गत्वा अपसव्यं निवर्तते। याम्याग्निशिखया भौमो नक्षत्राण्युपधूपयेत्॥३४५,309,स्वधिकेतुः,,,,विभागं नभसोद्येवमपसव्यं निवर्तते । शिखया चोग्रया भीमा नक्षत्राण्युपभूयते ॥१३५॥980,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,दर्शनादेव लोकानां भयं जनयते भृश्म्। अस्य दर्शनतो म्लेच्छाः शकाः ये च महाशकाः॥३४६,309,स्वधिकेतुः,,,,दर्शनादेव लोकस्य भयं जनये भृशम् । अस्य दर्शनतो म्लेच्छा शकाश्चैव माहाशकाः ॥१३६॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,तगणा बहवः सर्वे परस्परजिगीषवः। क्रोधाविष्टाः समेष्यन्ति शास्त्रैर्घ्नन्तः परस्परम्॥३४७,309,स्वधिकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,ततः प्रथमसङ्ग्रामे कबन्धैश्चित्रिता क्षितिः। वैमुख्यं क्षत्रियाः सर्वे गमिष्यन्ति कृतान्ततः॥३४८,309,स्वधिकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,तेषां रत्नानि पत्नींश्च क्षत्रियाणां महाशकाः। प्रतिगृह्य प्रयास्यन्ति मध्यदेशं विलुप्य च ॥३४९,309,स्वधिकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,विपत्राद्यांश्चतुरो वर्णान् कुरुक्षेत्रं तथैव च । अन्योन्यं ते तु सन्तुष्टाः प्रयास्यन्ति यमालयम् ॥३५०,309,स्वधिकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,ये चाप्यन्तर्हिताः शेषाः केतवः षोडशेव तु। ते च भूमिगता व्याला वनपर्वतवासिनः॥३५१,309,स्वधिकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,सागराणां च सर्वेषां दुष्टसत्वांस्तथैव च। मानुषां भक्षयिष्यन्ति दारुणं रूपमास्थिताः॥३५२,309,स्वधिकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अमृतोद्भवस्यावर्तकेतोरुदयः,अतिक्रान्ते स्वधौ केतौ निर्गते घोरदर्शने। आवर्तकेतुरात्मानं दर्शयत्यमृतोद्भवः॥३५३,310,आवर्तकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अमृतोद्भवस्यावर्तकेतोरुदयः,उत्थानसमये चास्य निमित्तान्युपलक्षयेत्। यानि पूर्वाणि चोक्तानि पद्मकेतोः प्रदर्शने॥३५४,310,आवर्तकेतुः,,Check AS Mss,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,पश्चिमेनोदितः श्रीमान् शिखां शङ्खोदरारुणान्। पूर्वेभिनतां कृत्वा रात्र्यर्धे सम्प्रदृश्यते॥३५५,310,आवर्तकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,प्रदक्षिणावर्तगतिः शिखया प्रहसन्निव। दर्शयित्वा निशामेकां ततो गच्छत्यदर्शनम् ॥३५६,310,आवर्तकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,तल्लक्षणं,स दृष्ट एव षण्मासान् पक्षं चैव परं शिखी। सुवृष्टिं क्षेममारोग्यं सुभिक्षं कुरुते महत्। योत्सवप्रदानैश्च मही भवति सङ्कुला॥३५७,310,आवर्तकेतुः,,,,,
केत्वद्भुतावर्तः,पराशरः,,अथावर्त्तकेतुः स्वाधिकेतोः कर्मण्यतीते अपरस्यामर्धरात्रेण शङ्खोदरारुणाभया प्रदक्षिणनताग्रया शिखयोदितः स यावन्मुहूर्तान् निशि दृश्यते तावन्मासान् भवत्यतीव सुभिक्षं नित्यं यज्ञोत्सवश्च जगतः॥३५८,311,आवर्तकेतुः,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,,आवर्त इति सव्यशिखोऽरुणनिभोऽपरे स्निग्धः। यावत्क्षणान् स दृश्यस्तावान्मासान् सुभिक्षकरः॥३५९,311,आवर्तकेतुः,,,,आवर्त इति निशाढ़े सव्यशिखोऽरुणनिभोऽपरे स्निग्धः। यावत्क्षणान् स दृश्यस्तावन्मासान् सुभिक्षकरः।।50॥,
केत्वद्भुतावर्तः,पराशरः,रश्मिकेतोरुदयः,अथ रश्मिकेतुर्विभावसुजः प्रोष्य वर्षशतमावर्तकेतोश्चारान्ते कृत्तिकासु धूम्रशिखः श्वेतकेतोः सदृशफलः॥३६०,311,रश्मिकेतुः,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,स्वधिकेतुफलं, आधूम्रया तु शिखया दर्शनमायाति कृत्तिकासंस्थ:। ज्ञेय: स रश्मिकेतु: श्वेतसमानं फलं धत्ते ॥ ३६१,311,,,,,आधूम्रया तु शिखया दर्शनमायाति कृत्तिकासंस्थः। ज्ञेयः स रश्मिकेतुः श्वेतसमानं फलं धत्ते।।40॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,अग्निकेतोरुदयः,अतिक्रान्तैस्त्रिभिर्वर्षैर्मासैः षड्भिस्तथा परैः। किंशुकाशोकसदृशः सौदामिन्या समद्युतिः॥३६२,312,अग्निकेतुः,,,9 yrs,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अग्निकेतोरुदयः,पद्मकिञ्जल्कवर्णोयमग्निकेतुः प्रदृश्यते। दर्शनं तस्य जानीयान्नक्षत्रे शक्रदैवते॥३६३,312,अग्निकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अग्निकेतोरुदयः,अध्यर्धमाससन्दृष्टस्ततो गच्छत्यदर्शनम्। तस्योदयनकाले तु वर्तमानेग्निसङ्कुले॥३६४,312,अग्निकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अग्निकेतोरुदयः,गणाश्च गणमुख्याश्च तथा च पुरनिवासिनः। उद्युक्ता घ्नन्ति राजानः परस्परवधैषिणः॥३६५,312,अग्निकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अग्निकेतोरुदयः,नियुद्धं घोरमायान्ति क्रोधलोभपरायणाः। त एव दृष्टा सर्वे च विसर्पन्ति परस्परम्॥३६६,312,अग्निकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अग्निकेतोरुदयः,केचित् स्वदेशं गच्छन्ति परिश्रान्ता निरर्थकाः। एवमेव नरेन्द्राणां तथा ग्रामनिवासिनाम्॥३६७,312,अग्निकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,अग्निकेतोरुदयः,परास्परं पीडयतां कालो गच्छति दारुणः। एष पञ्च च वर्षाणि मासान् पञ्चैव चापरान् । दारुणं कुरुते कर्म न तु दुर्भिक्षतो भयम्॥३६८,312,अग्निकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,गदाकेतोरुदयः,मार्गशीर्ष्याममावास्यां गदाकेतुः प्रदृश्यते। आदित्यरौद्रसार्पाणि बार्हस्पत्यं तथैव च ॥३६९,313,गदाकेतुः,"पुनर्वसू, आर्द्रा, आश्लेषा, पुष्य",,,मार्गशीर्षाममावास्यां गदा (यदा) केतुः प्रदृश्यते । आदित्यसार्परौद्राणि बर्हस्पत्यं तथैव च ॥१७०॥1015,
केत्वद्भुतावर्तः,वृद्धगर्गः,गदाकेतोरुदयः,कोष्ठागारं च शिखया धूमयन्नरुणाभया । गदानिभो गदाकेतुर्हन्याद्दृश्यो नभोगतः॥३७०,313,गदाकेतुः,सिंहः,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,गदाकेतोरुदयः,गान्धारकाशीचीनांश्च शकांश्च दरदैः सह। शवरानेकपादांश्च पुलिन्दान् सूर्पकर्णकान् ॥३७१,313,गदाकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,गदाकेतोरुदयः,एतानेवं विधान् हन्याद्विशेषेणान्त्यवासिनः। यावद्दर्शयते पक्षांस्तावान्मसासान्निहन्ति च। मासैर्वर्षाणि जानीयादिति शास्त्रस्य निश्चयः॥३७२,313,गदाकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,केतुचक्रस्य पुनःपुनः परिवृत्तिः,नक्षत्रचक्रमाकाशे यथैव परिवर्तते। केतुचक्रं तथैवेदमाकाशात् परिवर्तते॥३७३,313,,,,,इति हस्माह भगवान् वृद्धगर्गो महातपाः । नक्षत्रचक्र याकाशे यथैव परिवर्तते ॥२०३॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,धूमकेतुसंवर्तकेत्वोर्युगपदुदयः,ततो वर्षसहस्रान्ते दृश्यते चोदितौ दिवि। केतुमालाग्रहस्यान्ते धूमसंवर्तकौ ग्रहौ॥३७४,313,धूमसंवर्तकौ,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,धूमकेतुसंवर्तकेत्वोर्युगपदुदयः,एतायोरुदये चापि निमित्तान्युपलक्षयेत्। स्त्रियो गर्भान् विमुञ्चन्ति प्रतिरूपाण्यभूक्ष्णशः॥३७५,313,धूमसंवर्तकौ,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,धूमकेतुसंवर्तकेत्वोर्युगपदुदयः,अभीक्ष्णं कम्पते वापी सशैलवनकानना। ससागरपुरद्विपाऽनेकधातुधरा धरा॥३७६,313,धूमसंवर्तकौ,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,धूमकेतुसंवर्तकेत्वोर्युगपदुदयः,पततामिव शैलानां नागानां बृहतामिव। नर्दतां क्षुद्रजातीनां श्रूयन्ते समहास्वनाः॥३७७,314,धूमसंवर्तकौ,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,धूमकेतुसंवर्तकेत्वोर्युगपदुदयः,बालकानां कुमारीणां नराणां स्त्रीजनस्य च । क्रीडितस्याप्रशस्तानि व्याहृतानि तथैव च॥३७८,314,धूमसंवर्तकौ,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,धूमकेतुसंवर्तकेत्वोर्युगपदुदयः,पतन्ति गगने चोल्काः सनिर्वाता दिशो दश। सज्वालाङ्गारधूमाद्याः सूर्यस्याभिमुखा इव॥३७९,314,धूमसंवर्तकौ,,,,सत्यं त्वेषा अमवन्तो धन्वञ्चिदा रुद्रियासः। मिहं कृण्वन्त्यवाताम्॥ RV 1.038.07,
केत्वद्भुतावर्तः,वृद्धगर्गः,धूमकेतुसंवर्तकेत्वोर्युगपदुदयः,एतैरेतादृशैर्घोरेः पूर्वरूपैर्भयावहैः। उदयं धूमकेतोश्च ब्रूयात् संवर्तकस्य च॥३८०,314,धूमसंवर्तकौ,,,,उदये धूमकेतोस्तु ब्रूयात् संवर्तकस्य च । यानि चाप्युपयास्यन्ति नक्षत्राणि महाग्रहाः ॥२००॥1045,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,अथाततोऽव्यक्तचारस्तु धूमकेतुः सुलक्षणः। दावाग्निसदृशीं रूक्षां दक्षिणाभिनतां शिखाम्॥३८१,314,धूमकेतुः,,,,दीर्घया शिखया भान्ति ग्रसन्ति च महीमिमाम् । नभस्यभ्युदितः क्रूरो भीमरूपो भयङ्करः ॥१८८॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,कृत्वास्तमनकाले तु रवेर्धूमं विमुञ्चति। दीर्घया शिखया भीमो ग्रसतीव नभस्तलम्॥३८२,314,धूमकेतुः,,,,कृत्वास्तमनकाले तु रविर्धूमं विमुच्यते । विषादं जनयत्येष लोकानां दर्शनाद्ग्रहः ॥१८६॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,याम्यामर्धप्रदोषे तु गगने सम्प्रदृश्यते। नास्य तारामयं रूपं पश्यन्त्यज्ञानचक्षुषः॥३८३,314,धूमकेतुः,,,,यावदर्धप्रयोगाच्च गगने सम्प्रदृश्यते । तस्य तारामयं रूपं पश्यन्ति ज्ञानचक्षुषा ॥१८७॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,विषादं जनयत्येष लोकानां दर्शनाद्ग्रहः। नभस्यभ्युदितः क्रूरो भीमरूपो भयावहः॥३८४,314,धूमकेतुः,,,,दीर्घया शिखया भान्ति ग्रसन्ति च महीमिमाम् । नभस्यभ्युदितः क्रूरो भीमरूपो भयङ्करः ॥१८८॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,दारुणं कुरुते कर्म प्रजाक्षयकरं महत्। ब्रह्मकोपसमुद्भूतः क्रूरः परमदारुणः॥३८५,314,धूमकेतुः,,,,दारुणं कुरुते कर्म प्रजाक्षयकरं महत् । प्रदोषे पश्चिमे चैव ब्रह्मकोपस्य चापरः ॥१८९॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,केतुः पूर्वेण रात्र्यन्ते तथैवान्यः प्रदृश्यते। दीप्तया शिखयाऽत्यर्थं क्षतजार्द्रा भया दिवि॥३८६,315,धूमकेतुः,,,,केतुरूपेण चान्त्यर्धे तभैव? प्रतिदृश्यते । शिखया दीप्तया ह्य?र्थं क्षतजां ?भयादि? ॥१९०॥,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,संवर्तक इति ख्यातः क्षयाय जगतामिति। यावद्दिनानि रात्र्यन्ते पूर्वसन्ध्यासु दृश्यते॥३८७,315,धूमकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,तावद्वर्षाणि राजानः शस्त्रैर्घ्नन्ति परस्परम्। अर्धमष्टगुणं कृत्वा शरद्धान्यस्य दारुणः॥३८८,315,धूमकेतुः,,,,,
केत्वद्भुतावर्तः,वृद्धगर्गः,लक्षणं,शोषयित्वा च षड्भागं जगत् प्रतिनिवर्तते।३८९,315,धूमकेतुः,,,,,
केत्वद्भुतावर्तः,पराशरः,केवलं संवर्तककेतोरुदयः,अथ संवर्तको वर्षशतमष्टोत्तरं प्रोष्य पश्चिमेनास्तं गते सवितरि सन्ध्यायां दृश्यते। तन्वीं ताम्ररूक्षशूलाभां धूमं विमुञ्चन्तीं सुदारुणां शिखां कृत्वा नभसस्त्रिभागमाक्रम्य स यावन्मुहूर्तान् निशि तिष्ठति तावद्वर्षाणि परस्परं शस्त्रैर्घ्नन्ति पार्थिवाः । यानि नक्षत्राणि धूपायति यत्र चोदेति तानि दारुणतरं पीडयति तदाश्रितांश्रच देशान् - इति॥३९०,315,संवर्तकः,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,,पश्चात् सन्ध्याकाले संवर्त्तोनाम धूम्रताम्रशिखः। आक्रम्य वियत्त्र्यंशं शूलाग्रावस्थितो रौद्र: ॥३९१,316,संवर्तकः,,,,पश्चात्सन्ध्याकाले संवर्तो नाम धूम्रताम्रशिखः। आक्रम्य वियत्त्र्यंशं शूलाग्रावस्थितो रौद्रः।।51।।,
केत्वद्भुतावर्तः,वराहसंहिता,,यावत एव मुहूर्तान् दृश्यो वर्षाणि हन्ति तावन्ति। भूपान्  शस्त्रनिपातैरुदयर्क्षं चापि पीडयति ॥३९२,316,संवर्तकः,,,,यावत एव मुहूर्तान् दृश्यो वर्षाणि हन्ति तावन्ति। भूपाशस्त्रनिपातैरुदयक्षं चापि पीडयति।।52॥,
केत्वद्भुतावर्तः,पराशरः,केवलधूमकेतोरुदये निमित्तान्याह,धूमकेतोः प्रगुदयनिमित्तानि । अवनेर्विचलनमग्नैः प्रभामान्द्यं प्रधूमनं दिशां शीतोष्णविोर्यासोऽतिरूक्षवायुसम्भवश्च॥३९३,316,धूमकेतुः,,,,,
केत्वद्भुतावर्तः,भार्गवीये,लक्षं फलं धूमकेतोः,धूमध्वजो धूमशिखो धूमर्चिर्धूमतारक: । एवं तावद्धूमकेतोर्लक्षणं समुदाहृतम्॥३९४,316,धूमकेतुः,,,,,
केत्वद्भुतावर्तः,पराशरः,धूमकेतुलक्षणमाह,अथानियतदिक्कालरूपवर्णप्रमाणसंस्थाने धूमकेतुः पराभिष्यतां देशानां राज्ञां जनपदानां च वृक्षपुरपर्वतवेश्मध्वजपताकाशस्त्रवर्मायुधावरणरथनागोष्ट्रपुरुषशयनभाण्डेषु वा दृश्यते । स एव दिवि स्निग्धो विमलः प्रदक्षिणजटाकारशिखो गोगजाजनागवीथीं चोत्तरेण व्रजन् सुभिक्षं क्षेममारोग्यं चावहति॥३९५,317,धूमकेतुः,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,धूमकेतुफलमाह,ध्रुवकेतुरनियतगति प्रमाणवर्णाकृतिर्भवति विष्वक्। दिव्यान्तरिक्षभौमो भवत्ययं स्निग्ध इष्टफल:॥३९६,317,धूमकेतुः,,,,ध्रुवकेतुरनियतगतिप्रमाणवर्णाकृतिर्भवति विष्वक्। दिव्यान्तरिक्षभौमो भवत्ययं स्निग्ध इष्टफल:।।41॥,
केत्वद्भुतावर्तः,वराहसंहिता,धूमकेतुफलमाह,सेनाङ्गेषु नृपाणां गृहतरुशैलेषु च विनाशिनां दर्शनं याति ॥३९७,317,धूमकेतुः,,,,सेनाङ्गेषु नृपाणां गृहतरुशैलेषु चापि देशानाम्। गृहिणामुपस्करेषु च विनाशिनां दर्शनं याति।।42॥,
केत्वद्भुतावर्तः,गार्गीये,,मृत्व्यात्मजः स एवेह धूमकेतुः क्षयावहः। दिव्यन्तरिक्षे भूमौ च जले चासौ प्रदृश्यते॥३९८,317,धूमकेतुः,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,,दर्शनामस्तमनं वा न गणितविधिनाऽस्य शक्यते ज्ञातुम्। दिव्यान्तरिक्षभौमास्त्रिविधा: स्यु: केतवो यस्मात् ॥३९९,318,धूमकेतुः,,,,दर्शनमस्तमयो वा न गणितविधिनास्य शक्यते ज्ञातुम्। दिव्यान्तरिक्षभौमास्त्रिविधाः स्यु केतवो यस्मात्॥2॥,
केत्वद्भुतावर्तः,वराहसंहिता,,आहुताशेऽनलरूपं यस्मिस्तत्केतुरूपमेवोक्तम्। खद्योतपिशाचालयमणिरत्नादीन् परित्यज्य॥४००,318,धूमकेतुः,,,,अहुताशेऽनलरूपं यस्मिस्तत्केतुरूपमेवोक्तम्। खद्योतपिशाचालयमणिरत्नादीन् परित्यज्य॥3॥,
केत्वद्भुतावर्तः,वराहसंहिता,,ध्वजशस्त्रभवनतरुतुरगकुञ्जराद्येष्वथान्तरिक्षास्ते। दिव्या नक्षत्रस्था भौमा: स्युरतोऽन्यथा शिखिन:॥४०१,318,धूमकेतुः,,,,ध्वजशस्त्रभवनतरुतुरगकुञ्जरायेष्वथान्तरिक्षास्ते। दिव्या नक्षत्रस्था भौमाः स्युरतोऽन्यथा शिखिनः।।4॥,
केत्वद्भुतावर्तः,गार्गीये,,अन्तरिक्षे यदा धूमो ज्वला वा सम्प्रपद्यते। आन्तरिक्षः स केतुः स्याद्दिव्यस्ताराश्रितः स्मृतः॥४०२,318,,,,No match,,
केत्वद्भुतावर्तः,गार्गीये,,पर्वताश्चैव वृक्षाश्च प्रासादनगराणि च। अकस्माद्यत्र धूम्यन्ते ध्वजवर्मायुधानि च॥४०३,318,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,रसवर्णविपर्यासः शब्दसंस्पर्शयोस्तथा। वृक्षौषधितृणे गुल्मे विकृतिर्यत्र दृश्यते॥४०४,318,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,तत्र भौमं विजानीयाद्धूमकेतुमुपस्थितम्। आन्तरिक्षोऽथ भौमो वा यत्र केतुः प्रदृश्यते॥४०५,318,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,तस्य देशस्य षण्मासाद्विनाशं परिनिर्दिशेत्। दिवा वा यदि वा रात्रौ दृश्यते ज्वलनं यदि। यत्रासौ केतुरुदितस्तस्य देशस्य नाशकृत्॥४०६,318,,,,,,
केत्वद्भुतावर्तः,वटकणिका,दिव्यादिफलेषु विशेषः,दिव्या नक्षत्रस्थास्तीव्रफला मन्दफलकरा भौमा:। प्राणिध्वजादितुङ्गेष्वथान्तरिक्षा न चात्यशुभा:॥४०७,319,,,,,,
केत्वद्भुतावर्तः,वटकणिका,दिव्यादिफलेषु विशेषः,केचित् केतुसहस्रं शतमेकसमन्वितं वदन्त्यपरे। नारदमतमेकोऽयं त्रिस्थानभवो विविधरूप:॥४०८,319,,,,,,
केत्वद्भुतावर्तः,नारदः,मतभेदः,दिव्या्योऽन्तरिक्षो भौमाख्य एकं केतुः प्रकीर्तितः । शुभाशुभफलं लोके ददात्यस्तमनोदयैः॥४०९,319,,,,,,
केत्वद्भुतावर्तः,अथर्वणाद्भुतं,असङ्ख्याताः केतवो इति,अनेकशतसाहस्राननेकशतलक्षणान् । देवलस्तु ग्रहानाह सर्वानेव पृथक्फलम्॥४१०,319,,,,,अनेकशतसाहस्र अनेकशतलक्षणः । देवलब्धवराकाशे प्राह सर्वान् पृथक्पृथक् ॥अ॰वे॰प॰ ५२-१६-५,
केत्वद्भुतावर्तः,वराहसंहिता,,यद्येको यदि बहव: किमनेन फलं तु सर्वथा वाच्यम्। उदयास्तमनै: स्थानै: स्पर्शैराधूपनैर्वर्णै:॥४११,320,,,,,??,
केत्वद्भुतावर्तः,वृद्धगर्गः,,सर्वथैवोपहिंसन्ति केतवो दारुणा जगत्। दिक्कालाकारवर्णैश्च दृश्यमाना नभोगताः॥४१२,320,,,,,"तेषां जनपदान् नित्यं केतवो घ्नन्ति दर्शने । स च वै ?पहंसन्ति केतवो दर्शनाज्जगत् ॥२०१॥
धन्वी च शार्ङ्गवर्णाश्च दृश्यमाने नभोगताः । सौम्यानां दारुणानां च दर्शनं न प्रशस्यते ॥२०२॥",
केत्वद्भुतावर्तः,वराहसंहिता,,उल्काभिताडितशिख: शिखी शिव: शिवतरोऽभिदृष्टो य:| अशुभं स एव चोलावगाणसितहूणचीनानाम्   ॥४१३,320,,,,,??,
केत्वद्भुतावर्तः,वृद्धगर्गः,,यानि यान्युपहिंसन्ति नक्षत्राणि महाग्रहाः। तेषां तेषां जनपदान् केतवो घ्नन्ति दर्शने॥४१४,320,,,,,,
केत्वद्भुतावर्तः,पराशरः,,येषां नक्षत्रविषये रूक्षः सज्वाललोहितः। दृश्यते बहुमूर्तिश्च तेषां विन्द्यान्महद्भयम् ॥४१५,320,पद्यं,,,,,
केत्वद्भुतावर्तः,पराशरः,,अवर्षं शस्त्रकोपं च व्याधिदुर्भिक्षमेव च । कुर्यान्नृपतिपीडां च स्वचक्रपरचक्रतः॥४१६,320,पद्यं,,,,,
केत्वद्भुतावर्तः,पराशरः,,यत्राोत्तिष्ठति नक्षत्रे प्रवासं यत्र गच्छति । धूपयेद्वास्पृशेद्वापि हन्याद्देशास्तदाश्रयान्॥४१७,320,पद्यं,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,,ये शस्तांस्तान् हित्वा केतुभिराधूपितेऽथ वा स्पृष्टे | नक्षत्रे भवति वधो येषां राज्ञां प्रवक्ष्ये तान्  ॥४१८,321,,,,,ये शस्तास्तान् हित्वा केतुभिराधूपितेऽथवा स्पृष्टे। नक्षत्रे भवति वधो येषां राज्ञां प्रवक्ष्ये तान्।।53॥,
केत्वद्भुतावर्तः,वराहसंहिता,,अश्विन्यामश्मकपं भरणीषु किरातपार्थिवं हन्यात् | बहुलासु कलिङ्गदेशं रोहिण्यां शूरसेनपतिम्  ॥४१९,321,,,,,??,
केत्वद्भुतावर्तः,वराहसंहिता,,औशीनरमपि सौम्ये जलजाजीवाधिपं तथाऽऽर्द्रासु | आदित्येऽश्मकनाथं पुष्ये मगधाधिपं हन्ति  ॥४२०,321,,,,,??,
केत्वद्भुतावर्तः,वराहसंहिता,,असिकेशं भौजङ्गे पित्र्येऽङ्गं पाण्ड्यनाथमपि भाग्ये | औज्जयिनिकमार्यम्णे सावित्र्ये दण्डकाधिपतिम्   ॥४२१,321,,,,,??,
केत्वद्भुतावर्तः,वराहसंहिता,,चित्रासु कुरुक्षेत्राधिपस्य मरणं समादिशेत्तज्ज्ञ: | काश्मीरककाम्बोजौ नृपती प्राभञ्जने न स्त: ॥४२२,321,,,,,??,
केत्वद्भुतावर्तः,वराहसंहिता,,इक्ष्वाकुरलकनाथश्च हन्यते यदि भवेद्विशाखासु | मित्रे पुण्ड्राधिपतिर्ज्येष्ठासु च सार्वभौमवध: || ४२३,321,,,,,??,
केत्वद्भुतावर्तः,वराहसंहिता,,मूलेऽन्ध्रमद्रकपती जलदेवे काशिपो मरणमेति | यौधेयकार्जुनायनशिविचैद्यान् वैश्वदेवे च  ॥४२४,321,,,,,??,
केत्वद्भुतावर्तः,वराहसंहिता,,हन्यात् कैकयनाथं पाञ्चनदं सिंहलाधिपं चाङ्गम् | नैमिषनृपं किरातं श्रवणादिषु षट्स्वनुक्रमत: ॥४२५,321,,,,,??,
केत्वद्भुतावर्तः,अथर्वमुनिः,,   मृदुध्रुवोग्रक्षिप्रेषु साधारणचरेषु च | दारुणेषु च ॠक्षेषु विद्यात् तत्सदृशं फलम्   ॥४२६,322,,,,,,
केत्वद्भुतावर्तः,अथर्वमुनिः,,यथादेशं यथावर्णं यथावर्गपरिग्रहम् | सर्व एवोदिता हन्यु: सर्व एवाशुभा ग्रहा:  || ४२७,322,,,,,,
केत्वद्भुतावर्तः,महाभारतं,भीष्मपर्वणि कुरुपाण्डवसैन्यक्षयनिमित्तम्,धूमकेतुर्महाघोरः पुष्यमाक्रम्य तारकम्। सेनयोरशिवं घोरं ज्योेष्ठामाक्रम्य तिष्ठति॥४२८,322,,,,,,
केत्वद्भुतावर्तः,हरिवंशः,कंसवधनिमित्तम् ,केतुना धूमकेतोस्तु नक्षत्राणि त्रयोदश। भरण्यादीनि भिन्नानि नानुयान्ति निशाकरम्॥४२९,323,,,,,,
केत्वद्भुतावर्तः,वराहसंहिता,,उदयति सततं यदा शिखी चरति भचक्रमशेषमेव वा | अनुभवति पुराकृतं तदा फलमशुभं सचराचरं जगत्  ॥४३०,323,,,,,??,
केत्वद्भुतावर्तः,गार्गीये,,अथ यत्रोदितः केतुः सोमं समुपधूपयेत्। तदा सर्वं शोषमेति भौमं स्थावरजङ्गमम्॥४३१,323,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,समुद्राश्च क्षयं यान्ति सर्वा नद्यः सरांसि च। हैमवत्यो विशुष्यन्ति नद्योऽन्यासां तु का कथा॥४३२,323,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,नखकेशवहो वायुः कपालशकलाकुलः। नद्यश्चासृक्प्रवाहिन्यः सोमे समुपधूपिते॥४३३,323,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,अथ यत्रोदितः केतुर्लोहिताङ्गं प्रधूपयेत्। तदा प्रायः प्रदह्यन्ते ग्रामाणि नगराणि च॥४३४,323,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,रक्तवर्णाश्च पशवस्तथैव मृगपक्षिणः । रक्तपुष्पफला वृक्षाः सर्वे चाग्न्युपजीविनः॥४३५,323,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,हिरण्यं रजतं लोहं ताम्रसीसकमेव च। मणिरत्नं तथा वज्रं सर्वमेवोपहन्यते॥४३६,323,,,,,,
केत्वद्भुतावर्तः,गार्गीये,,हिरण्यकारा कर्मकारास्ताम्रकांस्यादिकारकाः। प्राप्नुवन्ति वधं घोरं लोहिताङ्गे प्रधूपिते॥४३७,323,,,,,,
